"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102"
"t21",0.0417014751580961,-0.0153040223874274,0.176919369240997,-0.0667496894399711,-0.0134056193938218,-0.0047377804753984,-0.00159309034694444,-0.00190239837809847,0.00376963583907516,-0.358591656991765,0.00803284280491813,0.0173893637663887,-0.00168871586543264,-0.00713313708595777,0.410136693145425,0.00200856697913786,0.000916742027994123,-0.00525193317094096,0.00599749395515775,-0.00596447120894662,0.00599415363107048,0.00279097121076709,0.0105161954267607,-0.00667411853156899,-3.64129778333209e-05,0.0024996809096482,0.00282930342503028,-0.000652693692743306,4.62821205127889e-07,8.66987440846848e-06,-1.17961196366423e-15,0.000367879224914071,-0.000508411155509761,6.00231783919562e-06,0.0101206924439286,-8.70322427980112e-16,5.20075617177916e-05,1.35249722904427e-05,-0.000167749044441794,-0.000920569401586336,0.393224567787909,1.66496589402623e-05,9.68887263540002e-05,2.96732943529681e-05,-0.00119055700403155,0.00837138558289984,-0.000147916125870547,-7.50648382839535e-05,-4.66825754443545e-05,-0.000102265423447593,0.000134476049713388,4.82355453156267e-05,-6.05941666582112e-06,3.16757743130993e-05,-0.707106781186548,6.45977914276065e-15,-4.63455995478943e-15,-0.000457760658476692,3.50894991175853e-06,-2.25506638296391e-15,-9.0408110379444e-16,-3.25161581947013e-05,-2.72844047105299e-16,-2.57288230659257e-07,-3.15941993115572e-05,5.07030035921356e-05,-8.40882668877319e-16,1.29257497869226e-15,4.19380470644497e-16,-2.23295141116111e-16,1.52108743846029e-05,-8.37817280862847e-06,0.000368212181222974,-0.000272739354416395,6.71784141230795e-17,-1.81681690337544e-16,-1.84200148719663e-16,-8.52677497666275e-16,1.05826778448724e-16,2.18915855696334e-05,6.99492131346521e-06,-1.75567504339956e-05,1.13704062794129e-16,-3.66899943130254e-17,7.73692690727224e-17,7.5339159634548e-16,-1.55065620242611e-16,-2.65894934160519e-16,2.37134998098072e-05,-3.04563200930514e-16,2.39205939837997e-16,-9.60559065887347e-06,-1.20043877069326e-06,-3.63738088172023e-16,2.32853770040974e-16,2.41206530076033e-16,1.27008171915082e-15,-3.00403761785332e-16,-7.2895439477844e-16,2.38409659650275e-15,1.12826270470942e-14,-2.99453285487677e-14
"t12",-0.0156841566718106,0.247687024976542,-0.0234838758515387,-0.00988594314895653,-0.0053292000385745,-0.00298222923254842,0.00607516964561676,0.00156738642408726,-0.000226356806095042,0.000594783809249408,1.98869857154291e-05,7.1916772184851e-05,-4.34018456183396e-06,0.000255675530113772,0.000108346388496762,-0.000284363301706483,-0.000283648940189514,0.0020337846731973,-0.0029360769916297,0.00545857196741762,-0.00238589680378119,-0.00427787447425939,-0.00030334790720111,0.000362283483603095,0.000154714972290337,-0.0235377781679609,-0.423606934256384,-0.01508405102181,5.25819274581698e-06,4.85565208883067e-05,6.52256026967279e-16,0.000284645747957961,0.00032974634662818,-0.000351090309663496,-0.00899185688223659,1.4528651512801e-15,-0.000367714893216339,-2.24129250547585e-05,0.156617941137131,0.85027724154622,0.00139961846141247,0.000250764397601938,0.00109546386770343,0.0003192346899651,-0.000511539260794018,0.00208183738108408,-0.000919308215663344,-0.000425611067729994,-0.000190219728165673,-0.000340938131563605,0.000433133563253096,0.000302474429791917,-1.43252131090348e-05,7.01452268667716e-05,-1.89868138320905e-16,3.99116675747119e-16,2.53321490290039e-16,-4.46071903144646e-05,1.34426325700096e-05,-8.88165230132351e-17,1.37646071283674e-17,-5.17626993738605e-05,1.93451016839098e-16,-4.00113660140253e-07,-4.77278257243802e-05,7.64911528701511e-05,-1.45578057638909e-16,-1.24136353276228e-15,6.95303453542808e-17,1.04214218661966e-16,4.37661761146169e-05,-0.00308623553925848,2.65580248932966e-05,-1.964817240941e-05,-1.56793391568241e-16,1.07624474559992e-16,-6.12800244353312e-17,-5.48113084213846e-16,-2.19904338127049e-16,0.00707490233509436,1.4264883522856e-05,-0.00527655630570359,1.12690173864022e-15,-4.65467327782968e-16,-7.11527250505379e-17,4.90463982677194e-16,3.29486898905294e-16,-4.97317098814538e-16,2.68347565614332e-05,-3.22626229919636e-16,1.39329920937218e-15,-1.06061640654803e-05,-1.31284531549938e-06,1.94934421626335e-16,1.50846960914477e-16,1.80902674072532e-16,7.86988244380003e-16,-1.43844840080714e-16,-9.08821742801618e-16,2.26276681358583e-15,1.16084776234482e-14,-3.14931939814646e-14
"t31",-0.0160241401403476,0.253934917897036,-0.0243901436815598,-0.0103828290019639,-0.00574197484226613,-0.00330298405927142,0.00717711586357387,0.00186813530134924,-0.000321558729355237,0.00112314878332343,4.27044610195572e-05,0.000273231822403426,-2.93555838854498e-05,-5.34365572825741e-05,3.37165352500765e-05,-0.00015587529978775,-0.000239512863555249,0.0017781380573545,-0.00262495785563307,0.00494342678916405,-0.00220690462038028,-0.00418499706631646,-0.000310458716148332,0.000394861092666992,0.000184600778571368,-0.0290864933377801,-0.539563211480681,-0.019925595942215,7.19555687655592e-06,7.19677775786036e-05,-1.38777878078145e-16,0.000678110853493346,-0.00131607283858927,-0.0315902792394117,0.0158182783952726,-1.50255097002559e-15,0.000394903640836089,2.39293761622877e-05,-0.151761891410469,-0.328601066060249,-0.000115671195387702,2.8138273794026e-05,0.000130645192783779,4.77787869709645e-05,-9.29460035974754e-05,0.000379676031172068,-0.000206385117719334,-9.74476514787458e-05,-4.84303792623185e-05,-9.56089423492394e-05,0.000123802439960272,9.2364344735443e-05,-4.98719279719254e-06,2.55814287672223e-05,-2.58120456216209e-15,1.43385561476412e-15,1.35014623686218e-15,-1.78091482346464e-05,5.72776197673657e-06,0.707106781186548,1.35090772911622e-14,-2.41197874686695e-05,-3.06993720990437e-16,-1.89715799194224e-07,-2.31234004339537e-05,3.70959459318421e-05,5.78307051602835e-15,2.93577873301321e-16,1.26056478601895e-16,6.76234213330473e-16,2.28376359506969e-05,-0.00247071195659241,1.43665376628605e-05,-1.06453395281237e-05,-6.35846972325879e-16,5.52438810631833e-16,-1.63673723608331e-16,-4.13721108984407e-16,-4.31861481586058e-16,0.00578708550526101,6.98015686873605e-06,-0.00436570580210555,1.04440752574913e-15,-7.446369926161e-16,-3.42279413782876e-16,6.49822581710092e-17,2.9039807109379e-16,-3.80776573802966e-16,1.58961720546746e-05,-3.38551735409072e-16,9.57332304961706e-16,-6.39086093973071e-06,-7.96233710253504e-07,1.3346527251311e-15,3.49769663781847e-16,-2.11770535178082e-16,1.51082920029519e-15,-5.84402164848446e-17,-1.05518810307851e-15,2.74519387261474e-15,1.13238254489202e-14,-3.03984862316741e-14
"t32",-0.0160241401403476,0.253934917897036,-0.0243901436815598,-0.010382829001964,-0.00574197484226612,-0.00330298405927144,0.00717711586357392,0.00186813530134918,-0.000321558729355092,0.00112314878332353,4.27044610195952e-05,0.000273231822403594,-2.93555838856194e-05,-5.34365572825535e-05,3.37165352498152e-05,-0.000155875299787886,-0.000239512863555392,0.00177813805735457,-0.00262495785563336,0.00494342678916454,-0.00220690462038036,-0.00418499706631693,-0.000310458716148342,0.000394861092667101,0.000184600778571065,-0.0290864933377808,-0.539563211480682,-0.0199255959422145,7.1955568767848e-06,7.19677775792211e-05,-6.52256026967279e-16,0.000678110853493356,-0.00131607283858771,-0.0315902792394123,0.0158182783952729,-1.62745106031029e-15,0.000394903640838149,2.39293761623521e-05,-0.151761891410469,-0.32860106606025,-0.000115671195387341,2.81382737944037e-05,0.000130645192785034,4.77787869722934e-05,-9.29460035973637e-05,0.000379676031173403,-0.000206385117722221,-9.74476514783837e-05,-4.84303792633922e-05,-9.56089423489456e-05,0.000123802439960736,9.2364344727977e-05,-4.98719279711086e-06,2.55814287693666e-05,2.40791630351729e-15,-3.4459215231619e-15,-1.64743631386295e-15,-1.7809148234892e-05,5.7277619645689e-06,-0.707106781186547,-1.33860754678853e-14,-2.41197874833821e-05,7.89358998569991e-16,-1.89715794237375e-07,-2.31234004330536e-05,3.70959459301793e-05,-5.92978239376781e-15,1.80625674435271e-15,-2.78472568878167e-17,-6.66441757360602e-16,2.28376359504168e-05,-0.00247071195659161,1.43665376629228e-05,-1.06453395276173e-05,8.0744296061315e-16,2.19371903241453e-16,-2.48958454568686e-17,-2.54126549194568e-16,1.05526168451081e-15,0.00578708550526135,6.9801568677091e-06,-0.00436570580210308,6.22229567153247e-16,3.72630742416687e-16,2.1283210009656e-16,7.46138582047506e-16,5.17139810716306e-16,-3.94654362394287e-16,1.58961720538576e-05,-2.27529433520973e-16,-7.91268958822914e-16,-6.39086093928457e-06,-7.96233710152351e-07,-4.67724966408843e-16,4.88547614292672e-16,3.40983703163131e-16,1.78561570745573e-16,-3.21371436460769e-16,-1.48539952512084e-15,2.24680597994671e-15,1.14317652568803e-14,-2.99058247645363e-14
"t50",-0.0170091547597179,0.27212317346,-0.0270744168933354,-0.0118756907972906,-0.00702039864785387,-0.00432613737862949,0.0109000753614188,0.00289112979746863,-0.0006780486307027,0.00325362760812045,0.000136453787320219,0.00113648163865453,-0.000138452926149188,-0.00155614004961034,-0.00035990835115363,0.000601009538804583,0.000238601061837921,-0.00152319221412848,0.00203563501259904,-0.00361696027372862,0.00146636109437618,0.00214877287948545,0.000129732827968904,-0.000124883274424874,-4.00797146406657e-05,0.00550166653541128,0.0908795831598446,0.00292919070132168,-9.29898149850273e-07,-7.00868624144514e-06,3.2612801348364e-16,-1.08570499002849e-05,-3.22519109433252e-05,0.0877750353666083,2.06760719199133e-05,5.01636647577443e-15,-2.5935214474495e-05,-1.61448649925235e-06,0.443911714057185,-0.125539786573205,-2.6073641769509e-05,5.99175774011887e-06,2.78215992936485e-05,1.0192944300248e-05,-1.99155309185975e-05,8.13628104687312e-05,-4.46473568002332e-05,-2.11067999075912e-05,-1.05725776385945e-05,-2.1064099386172e-05,2.73317756933106e-05,2.0550832383587e-05,-1.13013869937476e-06,5.8381177927206e-06,1.91219575534519e-16,3.90380915297713e-15,-6.04455852898438e-17,-4.11680864690754e-06,1.33039563653364e-06,5.48904361715152e-16,-6.65176212384691e-17,-5.47998507900497e-06,-1.56189927154773e-16,-4.24280326291284e-08,-5.00269254046235e-06,8.00889735314981e-06,7.02165877342127e-15,-7.08444728133032e-15,4.12530250982638e-16,-8.0632289065911e-16,1.08102956796493e-06,0.827719284931561,1.23999058532665e-05,-8.52862785555936e-06,-4.23066925797089e-15,-4.29243184927846e-15,-1.98459227387552e-15,-6.76562693857575e-15,-1.73763679571709e-15,0.0252535141621649,-9.25595460980829e-06,-0.0162107087837223,2.95415686976075e-15,-6.77346080988909e-16,-2.12271869460414e-16,6.31490830867951e-16,3.50980075706055e-16,-2.55872934913688e-16,5.95044134531906e-06,2.12977862515834e-16,-9.21276823041544e-16,-2.39652882922539e-06,-2.9901246539585e-07,1.58769786033227e-15,1.03382087431704e-15,1.3527036768376e-16,7.41540584746736e-16,1.51721658942383e-16,-2.39459465165079e-15,2.2923500481207e-15,1.12878497609011e-14,-3.07595196447229e-14
"t61",-0.0170241189670714,0.272398472712186,-0.0271145142063237,-0.0118977536871398,-0.00703887572497643,-0.00434061767174683,0.0109507379631794,0.00290498864463826,-0.000682594689271706,0.00327965502347795,0.000137587229542558,0.00114668105377853,-0.000139730566908453,-0.00157282073770872,-0.000364120137720251,0.000608748087825775,0.000242681007158557,-0.00155038298234792,0.00207305023012985,-0.003684602519581,0.0014945926972265,0.00219354656520166,0.000132613034933577,-0.000127898779369001,-4.11559936761138e-05,0.00565482924130481,0.0934838768092646,0.00301587915169645,-9.58220606112059e-07,-7.23466365239199e-06,3.05311331771918e-16,-1.1282984114254e-05,-3.38887446417466e-05,0.0925087766468039,2.17964407028577e-05,4.68325277575484e-15,-2.74195166529779e-05,-1.70695167495052e-06,0.470992994936063,-0.133628704995827,-2.79907456399082e-05,6.50925172725415e-06,3.02439307687986e-05,1.11142432931817e-05,-2.17981017334727e-05,8.90616647265086e-05,-4.91773031966423e-05,-2.32660188560046e-05,-1.17109263652533e-05,-2.34703144630292e-05,3.04964398288379e-05,2.30591440199275e-05,-1.28913493782162e-06,6.71735985107954e-06,-5.7498098212106e-16,8.05617799477268e-17,-5.17513307717811e-16,-4.85721111482544e-06,1.61898685283606e-06,-8.65032800252408e-16,2.68537052111356e-16,-7.32003734115921e-06,-5.55432210102955e-16,-5.8713506867217e-08,-7.36921086188169e-06,1.18404465141056e-05,-1.01961815574427e-14,1.91364617966185e-15,1.11153816562055e-16,3.39938265607854e-16,9.68889600586388e-06,-0.396630455909073,7.78215307819117e-07,-9.03903913928692e-07,3.68902567204427e-15,-1.79025484137272e-15,2.3205877625464e-15,1.75839121448221e-14,-0.707106781186546,0.0144656451787736,-5.32254366458925e-06,-0.0113947543637469,8.68914539115639e-16,-8.65284329855778e-16,1.03368769309715e-15,-8.7035707519193e-16,-1.21734370227697e-16,1.36721907063862e-15,4.77066968239002e-06,-8.16833210830253e-16,2.68611619285415e-15,-1.99427134414789e-06,-2.51762094857165e-07,-1.54450333604319e-15,3.12253352146549e-16,8.2797435884646e-18,9.75357103438473e-16,-1.9067783362115e-16,-2.13115031825679e-15,2.75276178791927e-15,1.14213050691665e-14,-2.99673268444311e-14
"t62",-0.0170241189670714,0.272398472712186,-0.0271145142063237,-0.0118977536871398,-0.00703887572497643,-0.00434061767174683,0.0109507379631794,0.00290498864463819,-0.000682594689271742,0.00327965502347799,0.000137587229542511,0.00114668105377864,-0.000139730566908419,-0.0015728207377088,-0.000364120137720108,0.000608748087825983,0.000242681007158623,-0.00155038298234756,0.00207305023012961,-0.00368460251958086,0.00149459269722647,0.0021935465652016,0.00013261303493374,-0.000127898779368758,-4.11559936758818e-05,0.00565482924130506,0.0934838768092646,0.00301587915169633,-9.5822060555337e-07,-7.23466365256883e-06,-4.85722573273506e-17,-1.12829841142199e-05,-3.38887446413883e-05,0.0925087766468044,2.17964407027326e-05,4.71100834813292e-15,-2.74195166539249e-05,-1.70695167495414e-06,0.470992994936064,-0.133628704995827,-2.79907456395932e-05,6.5092517267417e-06,3.024393076878e-05,1.11142432942191e-05,-2.17981017333915e-05,8.90616647263188e-05,-4.91773031964078e-05,-2.32660188556196e-05,-1.17109263651685e-05,-2.34703144624316e-05,3.04964398288618e-05,2.30591440172238e-05,-1.2891349373815e-06,6.71735985157655e-06,-5.80337089754099e-17,9.68740199648681e-16,3.14895022822017e-16,-4.85721111568058e-06,1.61898685296885e-06,5.85226081956112e-16,-1.47796595569357e-16,-7.32003734204141e-06,1.93925419615053e-16,-5.87135065577496e-08,-7.36921086110121e-06,1.18404465116966e-05,1.55830471577195e-15,4.95982060347652e-15,-3.80863860269048e-16,3.01774349785382e-16,9.68889599646389e-06,-0.396630455909069,7.78215306309391e-07,-9.03903917249832e-07,7.94245175015444e-18,7.72643814785493e-15,-7.23851938019137e-16,-1.2621093018886e-14,0.707106781186549,0.0144656451787467,-5.32254370349563e-06,-0.0113947543637406,3.70473002099899e-15,-3.12894881471639e-16,-8.53691445579303e-16,1.36528905015769e-15,6.895565423636e-16,-2.43876423513905e-15,4.7706696821765e-06,-4.98262396766432e-18,-4.69686692090314e-15,-1.99427134390402e-06,-2.5176209493775e-07,-1.87949577829278e-16,-3.74696863067443e-16,1.28916735982625e-16,-3.42519595795302e-17,-2.33074136528944e-16,-7.19085408811703e-16,2.72358664389702e-15,1.15368544956753e-14,-3.06750940227469e-14
"t79",-0.0171591296693641,0.274892537219328,-0.0274831649807517,-0.0121030296214272,-0.00721509588739965,-0.00448195958702414,0.0114669935379367,0.00304690338276674,-0.000732300498642518,0.00357763964492678,0.000150708909589579,0.00126768458861432,-0.000155031229829626,-0.00178419579327156,-0.00041958490377367,0.0007155954385103,0.000310467290324211,-0.00201860522315468,0.00273416289527297,-0.00489898630114746,0.00201571080924659,0.00309181493573911,0.000194987576800156,-0.000201376470522794,-7.27419112988851e-05,0.0105034322220163,0.181618475729951,0.00619947234924785,-2.08581233435905e-06,-1.80921278807176e-05,7.7715611723761e-16,-9.98536458194385e-05,6.61203844201318e-05,-0.385555423756639,-0.000166374553964453,-1.02793230251607e-15,4.35237585551533e-06,2.79116766440257e-07,-0.11514575214507,0.0245838344122355,9.46778782499253e-07,5.78885389625759e-07,2.83228092187902e-06,1.26822806237496e-06,-2.96011108411707e-06,1.21351377344389e-05,-8.10048900475075e-06,-3.90198072850613e-06,-2.16366298867428e-06,-4.72939621480257e-06,6.24972033114114e-06,5.00469598960413e-06,-3.10926399530893e-07,1.67400913347302e-06,-4.5972074130942e-16,1.41084595543631e-15,-1.42372574218324e-16,-1.27224910879501e-06,4.30313991297741e-07,1.5342624326111e-15,3.3205732293809e-17,-1.84357224415867e-06,1.76205292321236e-16,-1.43152571752897e-08,-1.6912219003554e-06,2.70774635562596e-06,3.23835516201497e-15,2.78786169210258e-16,-6.84486906769192e-16,1.65113751049539e-15,9.68646640759413e-07,-0.000212305176720529,-2.79315014258878e-07,2.54903390872151e-07,-4.78913381372375e-16,-4.81353912500914e-15,-1.55259404915902e-15,1.07982978818359e-14,-4.09758312618044e-15,-0.0231853526455177,1.02295387632509e-05,0.846794194378775,-1.58273312206337e-13,2.85180730406389e-14,-2.71289456160621e-15,1.07301262943271e-15,-1.82477849251472e-15,-1.1051488813987e-15,7.91080675171762e-06,1.36688980347907e-15,9.45220563215677e-15,-2.61034899645402e-06,-3.09878225825611e-07,-2.62725777709676e-15,6.03947683341401e-17,3.55295395683796e-16,1.80274640761447e-15,-2.02850188863511e-16,-1.49301090493315e-15,1.95901261540014e-15,1.09090135012472e-14,-2.6280301875777e-14
"t100",-0.0172148480752153,0.275918871575435,-0.0276333219764769,-0.0121859552659529,-0.00728508572596912,-0.00453722038786598,0.0116631158163475,0.00310064205030964,-0.000750337646526742,0.00368266993796963,0.000155301957936525,0.00130940423538514,-0.000160276338801609,-0.00185423154936142,-0.000437551509560367,0.000749278507647577,0.000329809508689386,-0.00214981546120451,0.00291707406816455,-0.00523236468285412,0.0021568637971721,0.00332584337495217,0.00021069609560467,-0.000218994281701943,-7.98042098634868e-05,0.0115597977328764,0.200408563152939,0.00686137379449561,-2.31484714929169e-06,-2.01922317782246e-05,-2.91433543964104e-16,-0.00011388000016244,7.80287383070389e-05,-0.459162952022944,-0.000198282289536196,-1.29485507084e-15,5.23191939641319e-06,3.35560337776829e-07,-0.139877823211725,0.0301461963770351,1.18954269688975e-06,7.51557241355312e-07,3.68349249482885e-06,1.6629270022283e-06,-3.92059193546488e-06,1.60763968283717e-05,-1.0907120924204e-05,-5.26425785063069e-06,-2.95554525086405e-06,-6.55694706444757e-06,8.69481572483305e-06,7.05920268878e-06,-4.5607226416898e-07,2.50459643530227e-06,2.03177212707827e-17,-5.59489745773316e-16,-5.28954605385287e-17,-2.01058714425172e-06,7.2387415083779e-07,-5.87625785115495e-16,-1.79157623957217e-16,-3.64385665623663e-06,3.87423288928226e-18,-2.98233283310198e-08,-3.83184314349035e-06,6.16306582334793e-06,1.03873080093319e-15,9.40976787038277e-16,5.93942951914647e-16,-8.89334901294818e-16,4.81671604464051e-06,-0.00633338125915962,3.64619696783154e-06,-2.73971002083001e-06,1.76002987491381e-16,2.55262882999634e-15,8.73054106758998e-16,-4.75858010898613e-15,2.53823930819285e-15,0.0325391810841332,-1.4162164686684e-05,-0.374041834592001,7.05283047431044e-14,-1.23721612043646e-14,7.3920967670853e-16,-3.32215863582353e-16,1.1467985803564e-15,2.12075775390582e-16,1.01891007187091e-06,-6.75428482019746e-16,-3.65137143311169e-15,-7.39528128356131e-07,-1.02688119488498e-07,8.47050064731765e-15,-4.2944586322217e-17,-1.77191519356906e-16,2.13780744609546e-15,-1.10814947011298e-15,1.00873077709187e-14,-6.00321288194596e-15,-0.707106781186536,-1.38054941799926e-14
"t101",-0.0172148480752153,0.275918871575435,-0.0276333219764769,-0.0121859552659529,-0.00728508572596913,-0.00453722038786599,0.0116631158163475,0.00310064205030967,-0.000750337646526581,0.00368266993796961,0.00015530195793635,0.00130940423538495,-0.000160276338801599,-0.00185423154936143,-0.000437551509560408,0.000749278507647539,0.000329809508689309,-0.00214981546120448,0.00291707406816466,-0.00523236468285432,0.00215686379717237,0.00332584337495209,0.000210696095604831,-0.000218994281702114,-7.98042098636113e-05,0.0115597977328761,0.20040856315294,0.00686137379449569,-2.31484714933669e-06,-2.01922317783895e-05,-4.02455846426619e-16,-0.000113880000162521,7.80287383058163e-05,-0.459162952022945,-0.000198282289536094,-1.46065252234956e-15,5.2319193963973e-06,3.35560337402635e-07,-0.139877823211725,0.0301461963770349,1.18954269652017e-06,7.5155724267559e-07,3.68349249492061e-06,1.66292700041028e-06,-3.92059193558843e-06,1.60763968285029e-05,-1.09071209245572e-05,-5.26425785050061e-06,-2.95554525104474e-06,-6.55694706435985e-06,8.69481572455419e-06,7.05920268852749e-06,-4.56072263150067e-07,2.50459643495818e-06,-1.91346426726686e-16,-1.1423568334733e-15,2.54162717547566e-17,-2.01058714414487e-06,7.23874152441926e-07,-4.89632019093545e-16,-2.08101966402241e-16,-3.64385665588565e-06,-3.79395137075943e-16,-2.98233282219005e-08,-3.83184314380716e-06,6.16306582357217e-06,-3.88788387092227e-15,-8.00685582847421e-16,3.30591992792288e-16,-6.39539498064138e-16,4.81671604359122e-06,-0.0063333812591594,3.64619696752867e-06,-2.73971002087072e-06,-1.36206273209843e-16,1.30709737490818e-15,4.32433229056218e-16,-6.55575363009809e-15,2.38505073420855e-15,0.032539181084132,-1.41621646890016e-05,-0.374041834592001,6.93457401306784e-14,-1.33979066793934e-14,1.51605683630593e-15,2.29826069032936e-16,1.21685557210315e-15,-2.18137631627136e-16,1.01891007129605e-06,-8.14206819585374e-16,-4.78935003335248e-15,-7.39528127829177e-07,-1.0268812012025e-07,-5.17136476776392e-15,8.60938180937289e-16,5.64465612440368e-17,-1.86593433645628e-15,3.94801695613172e-16,-1.16557162769748e-14,1.14635323302508e-14,0.707106781186559,-5.03804039489314e-14
